Entry	Entry name	Status	Protein names	Gene names	Organism	Length
G1AS75	O269_CONVC	reviewed	Conotoxin Vc6.9		Conus victoriae (Queen Victoria cone)	76
G1AS81	O26F_CONVC	reviewed	Conotoxin Vc6.15		Conus victoriae (Queen Victoria cone)	75
G1AS82	O26G_CONVC	reviewed	Conotoxin Vc6.16		Conus victoriae (Queen Victoria cone)	72
G1AS83	O26H_CONVC	reviewed	Conotoxin Vc6.17		Conus victoriae (Queen Victoria cone)	73
Q9BHA0	O26M_CONTE	reviewed	Gamma-conotoxin-like TxMEKL-0511 (Conotoxin TxMEKL-0512)		Conus textile (Cloth-of-gold cone)	81
Q9BPC8	O26N_CONVE	reviewed	Conotoxin VnMEKL-0223		Conus ventricosus (Mediterranean cone)	77
Q9BP64	O3610_CONPE	reviewed	Conotoxin PnMSGL-01		Conus pennaceus (Feathered cone) (Conus episcopus)	78
Q9BP63	O3611_CONPE	reviewed	Conotoxin PnMSGL-03		Conus pennaceus (Feathered cone) (Conus episcopus)	79
Q9BP62	O3619_CONVE	reviewed	Conotoxin VnMSGL-0121		Conus ventricosus (Mediterranean cone)	80
Q9BP72	O3620_CONAE	reviewed	Conotoxin ArMSGL-0124		Conus arenatus (Sand-dusted cone)	79
Q9BP61	O3620_CONVE	reviewed	Conotoxin VnMSGL-0122		Conus ventricosus (Mediterranean cone)	79
Q9BP68	O3627_CONAE	reviewed	Conotoxin ArMSGL-0141		Conus arenatus (Sand-dusted cone)	77
Q9BP75	O365_CONTS	reviewed	Conotoxin TsMSGL-13		Conus tessulatus (Tessellate cone)	78
Q9BP74	O366_CONTS	reviewed	Conotoxin TsMSGL-12		Conus tessulatus (Tessellate cone)	78
Q3YEF0	O379_CONCB	reviewed	Conotoxin CaFr179		Conus caracteristicus (Characteristic cone)	78
P0DP56	PENKV_MEIAT	reviewed	Proenkephalin-A (Proenkephalin) [Cleaved into: Synenkephalin; Met-enkephalin (Opioid growth factor) (OGF); Met-enkephalin-His-Asp; Met-enkephalin-Ser]		Meiacanthus atrodorsalis (Forktail blenny) (Petroscirtes atrodorsalis)	238
P0DQD1	PLA2_WALAE	reviewed	Non-toxic phospholiapse A2 (WaPLA2) (svPLA2) (Phosphatidylcholine 2-acylhydrolase) (EC 3.1.1.4) (Fragment)		Walterinnesia aegyptia (Desert black snake)	30
K9USW8	PLD1_LOXGA	reviewed	Phospholipase D LgRec1 (PLD) (EC 3.1.4.4) (Dermonecrotic toxin) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D)		Loxosceles gaucho (Spider)	280
P84389	PLYB2_POLPI	reviewed	Polybine-2 (Polybine-II)		Polybia paulista (Neotropical social wasp) (Swarm-founding polistine wasp)	14
C0HJY4	PON1A_ANOEM	reviewed	U1-poneritoxin-Ae1a (U1-PONTX-Ae1a)		Anochetus emarginatus (Ant) (Stenomyrmex emarginatus)	16
P41736	POTX_PARCV	reviewed	Poneratoxin (PoTX) (Pac-TX)		Paraponera clavata (Bullet ant) (Izuela)	25
P82416	PCG3_PACGO	reviewed	Ponericin-G3		Pachycondyla goeldii (Ponerine ant)	30
P82417	PCG4_PACGO	reviewed	Ponericin-G4		Pachycondyla goeldii (Ponerine ant)	29
P82421	PCL1_PACGO	reviewed	Ponericin-L1		Pachycondyla goeldii (Ponerine ant)	24
P82426	PCW4_PACGO	reviewed	Ponericin-W4		Pachycondyla goeldii (Ponerine ant)	26
J3SBP3	PDE2_CROAD	reviewed	Venom phosphodiesterase 2 (Ectonucleotide pyrophosphatase/phosphodiesterase family member 3) (PDE-3) [Includes: Alkaline phosphodiesterase I (PDE) (EC 3.1.4.1); Nucleotide pyrophosphatase (NPPase) (EC 3.6.1.9) (Nucleotide diphosphatase)]		Crotalus adamanteus (Eastern diamondback rattlesnake)	810
Q7M3V3	PAO2_VESOR	reviewed	Orientotoxin-2 (EC 3.1.1.4) (Orientotoxin II) (Phospholipase A2)		Vespa orientalis (Oriental hornet)	139
C0HJP9	PLA23_BOTDP	reviewed	Phospholipase A2 3 (BdsPLA2 III) (svPLA2) (EC 3.1.1.4) (Phosphatidylcholine 2-acylhydrolase) (Fragments)		Bothrops diporus (Chaco lancehead) (Bothrops neuwiedi diporus)	45
P0DM60	PLD7_LOXIN	reviewed	Phospholipase D LiRecDT7 (PLD) (EC 3.1.4.4) (Dermonecrotic toxin 7) (LiRecDT7) (Sphingomyelin phosphodiesterase D) (Sphingomyelin phosphodiesterase D 7) (SMD 7) (SMase D 7) (Sphingomyelinase D 7)		Loxosceles intermedia (Brown spider)	299
E5D3Z8	PLD1_LOXLA	reviewed	Phospholipase D isoform 1 (LlPLD1) (PLD1) (EC 3.1.4.4) (Dermonecrotic toxin) (Sphingomyelin phosphodiesterase D) (SMD) (SMase D) (Sphingomyelinase D)		Loxosceles laeta (South American recluse spider) (Scytodes laeta)	311
P24332	MYX2_CRODU	reviewed	Myotoxin-2 (Crotamine-2) (Fragment)		Crotalus durissus terrificus (South American rattlesnake)	64
P0CJ16	NDBX_LYCMC	reviewed	Venom protein 49.1		Lychas mucronatus (Chinese swimming scorpion)	92
P0DM19	NF2_CONMR	reviewed	Conotoxin Mr15.2 (Mr094)		Conus marmoreus (Marble cone)	92
P0DM20	NF3_CONMR	reviewed	Conotoxin Mr15.3 (Mr095)		Conus marmoreus (Marble cone)	92
P83312	NDB25_PARSC	reviewed	Parabutoporin (PP) (Non-disulfide-bridged peptide 2.5) (NDBP-2.5) (Non-disulfide-bridged peptide 3.2) (NDBP-3.2)		Parabuthus schlechteri (Scorpion)	45
Q5G8B4	NDB4T_TITCO	reviewed	Putative antimicrobial peptide clone 5		Tityus costatus (Brazilian scorpion)	73
P86826	NDB4T_TITSE	reviewed	Venom peptide 3 [Cleaved into: Venom peptide 4; Venom peptide 5]		Tityus serrulatus (Brazilian scorpion)	9
P0CI89	NDB4U_LYCMC	reviewed	Antimicrobial peptide 36.4		Lychas mucronatus (Chinese swimming scorpion)	74
P0DMF4	NDB4V_CHATY	reviewed	Peptide Ctry2606		Chaerilus tryznai (Scorpion)	67
Q5VJS9	NDB2T_OPICA	reviewed	Opistoporin-4		Opistophthalmus carinatus (African yellow leg scorpion)	61
C5J888	NDB3T_OPICY	reviewed	OcyC3 (Non-disulfide-bridged peptide 4.3) (NDBP-4.3)		Opisthacanthus cayaporum (South American scorpion)	75
R4JNJ5	NDB4J_PANIM	reviewed	Pantinin-1 (Non-disulfide-bridged peptide 4.20) (NDBP-4.20) (Non-disulfide-bridged peptide 5.21) (NDBP-5.21)		Pandinus imperator (Emperor scorpion)	69
P0DMG0	NDB4R_CHATC	reviewed	Peptide Ctri9819		Chaerilus tricostatus (Scorpion)	71
P24331	MYX1_CRODU	reviewed	Myotoxin-1 (Crotamine-1)		Crotalus durissus terrificus (South American rattlesnake)	65
P24333	MYX3_CRODU	reviewed	Myotoxin-3 (Crotamine-3)		Crotalus durissus terrificus (South American rattlesnake)	65
P0DME6	NDB4T_HETPE	reviewed	Peptide Hp1036		Heterometrus petersii (Asian forest scorpion)	67
P0DME8	NDB4V_HETPE	reviewed	Peptide Hp1239		Heterometrus petersii (Asian forest scorpion)	67
P86828	NDB4V_TITSE	reviewed	Venom peptide 7.1 (Venom peptide 7) [Cleaved into: Venom peptide 7.2]		Tityus serrulatus (Brazilian scorpion)	8
P0DMF6	NDB4W_CHATC	reviewed	Peptide Ctri9293		Chaerilus tricostatus (Scorpion)	67
P0DMF0	NDB4X_HETPE	reviewed	Peptide Hp1478		Heterometrus petersii (Asian forest scorpion)	13
B8XH50	NDB4_BUTOS	reviewed	Amphipathic peptide Tx348 (BoiTx348)		Buthus occitanus israelis (Common yellow scorpion) (Buthus israelis)	67
F1CJ89	NDB4_HOTJU	reviewed	Amphipathic peptide Hj0164 (Fragment)		Hottentotta judaicus (Black scorpion) (Buthotus judaicus)	45
D9U2B5	NDBM_LYCMC	reviewed	Bradykinin-potentiating peptide NDBP6 (BPP-6)		Lychas mucronatus (Chinese swimming scorpion)	72
L0GCV8	NDB4G_UROYA	reviewed	Antimicrobial peptide UyCT1 (CT1) (Non-disulfide-bridged peptide 4.16) (NDBP-4.16) (Non-disulfide-bridged peptide 5.18) (NDBP-5.18) [Cleaved into: Antimicrobial peptide UyCT2 (Non-disulfide-bridged peptide 5.19) (NDBP-5.19)]		Urodacus yaschenkoi (Inland robust scorpion)	79
R4JQZ0	NDB4K_PANIM	reviewed	Pantinin-2 (Non-disulfide-bridged peptide 4.21) (NDBP-4.21) (Non-disulfide-bridged peptide 5.22) (NDBP-5.22)		Pandinus imperator (Emperor scorpion)	68
Q66S08	NATTP_THANI	reviewed	Natterin-P (EC 3.4.-.-)		Thalassophryne nattereri (Copper Joe toadfish)	71
P82656	NDB21_HOFAZ	reviewed	Hadrurin (Non-disulfide-bridged peptide 2.1) (NDBP-2.1) (Non-disulfide-bridged peptide 3.1) (NDBP-3.1)		Hoffmannihadrurus aztecus (Mexican scorpion) (Hadrurus aztecus)	41
I0DEB5	NDB4S_MESSU	reviewed	Amphipathic peptide CT1 (VsCT1) (Non-disulfide-bridged peptide 5.11) (NDBP-5.11)		Mesomexovis subcristatus (Scorpion) (Vaejovis subcristatus)	68
C5J886	NDB4S_OPICY	reviewed	Amphipathic peptide OcyC1 (Non-disulfide-bridged peptide 5.7) (NDBP-5.7) [Cleaved into: OcyC1f]		Opisthacanthus cayaporum (South American scorpion)	68
C5J887	NDB4T_OPICY	reviewed	Amphipathic peptide OcyC2 (Non-disulfide-bridged peptide 5.8) (NDBP-5.8) [Cleaved into: OcyC2f]		Opisthacanthus cayaporum (South American scorpion)	69
Q9GQW4	NDB4U_MESMA	reviewed	Peptide BmKn1 (Biologically active peptide 4) (Non-disulfide-bridged peptide 5.1) (NDBP-5.1)		Mesobuthus martensii (Manchurian scorpion) (Buthus martensii)	70
P0CI94	NDBG1_LYCMC	reviewed	Glycine-rich protein		Lychas mucronatus (Chinese swimming scorpion)	99
P0CI95	NDBG2_LYCMC	reviewed	Glycine-rich protein		Lychas mucronatus (Chinese swimming scorpion)	104
P84189	NDBH1_TITSE	reviewed	Hypotensin-1 (Hypotensin I) (TsHpt-I) [Cleaved into: Hypotensin-3 (Hypotensin III) (TsHpt-III)]		Tityus serrulatus (Brazilian scorpion)	25
P0CI97	NDBO_LYCMC	reviewed	Anionic peptide 10.1		Lychas mucronatus (Chinese swimming scorpion)	63
L0GBQ6	NDB2_UROYA	reviewed	Antimicrobial peptide Con22		Urodacus yaschenkoi (Inland robust scorpion)	81
C0HJT2	NDBP8_TITSE	reviewed	Venom peptide 8		Tityus serrulatus (Brazilian scorpion)	5
B9UIY3	NDB45_LYCMC	reviewed	Mucroporin (Antimicrobial peptide 36.21) (Non-disulfide-bridged peptide 4.5) (NDBP-4.5)		Lychas mucronatus (Chinese swimming scorpion)	74
C7B247	NDB47_ISOMC	reviewed	Imcroporin (Non-disulfide-bridged peptide 4.7) (NDBP-4.7)		Isometrus maculatus (Lesser brown scorpion) (Scorpio maculatus)	74
Q9TWD3	NDB12_BUTOI	reviewed	Bradykinin-potentiating peptide K12 (BPP-K12) (Peptide K-12) (Non-disulfide-bridged peptide 1.2) (NDBP-1.2)		Buthus occitanus (Common European scorpion)	21
P01477	MYXC_CROOH	reviewed	Myotoxin (Crotamine-4) (Toxic peptide C)		Crotalus oreganus helleri (Southern pacific rattlesnake) (Crotalus viridis helleri)	70
P63327	MYX_CRODR	reviewed	Crotamine Ile-19 (CRO_Ile-19)		Crotalus durissus ruruima (South American rattlesnake) (Mt. Roraima rattlesnake)	42
Q9Y0X4	NDB22_MESMA	reviewed	Bradykinin-potentiating peptide BmKbpp (Bpp BmK3) (Non-disulfide-bridged peptide 2.2) (NDBP-2.2) (Non-disulfide-bridged peptide 3.3) (NDBP-3.3)		Mesobuthus martensii (Manchurian scorpion) (Buthus martensii)	72
Q5G8B5	NDB4S_TITCO	reviewed	Putative antimicrobial peptide clone 4		Tityus costatus (Brazilian scorpion)	73
P86407	NDB2_MESEU	reviewed	Meucin-49 (Venom antimicrobial peptide) (VAMP-1)		Mesobuthus eupeus (Lesser Asian scorpion) (Buthus eupeus)	75
C7C1L2	NDB2_OPICY	reviewed	Probable antimicrobial peptide Con13		Opisthacanthus cayaporum (South American scorpion)	81
Q6JQN2	NDB44_MESMA	reviewed	Peptide BmKn2 (Kn2) (Non-disulfide-bridged peptide 4.4) (NDBP-4.4) (Non-disulfide-bridged peptide 5.4) (NDBP-5.4)		Mesobuthus martensii (Manchurian scorpion) (Buthus martensii)	70
P0CI91	NDBW1_LYCMC	reviewed	Ponericin-W-like 32.1		Lychas mucronatus (Chinese swimming scorpion)	79
D9U2B8	NDB4S_LYCMC	reviewed	Mucroporin-like peptide (NDBP13)		Lychas mucronatus (Chinese swimming scorpion)	73
P0CF38	NDB26_ISOMC	reviewed	Im-1 (Non-disulfide-bridged peptide 2.6) (NDBP-2.6)		Isometrus maculatus (Lesser brown scorpion) (Scorpio maculatus)	56
Q8N0N8	NDB2S_MESMA	reviewed	Peptide BmKa2 (Acidic venom peptide Ka2) (Non-disulfide-bridged peptide 6.2) (NDBP-6.2)		Mesobuthus martensii (Manchurian scorpion) (Buthus martensii)	74
P83314	NDB2S_OPICA	reviewed	Opistoporin-2 (OP2) (Non-disulfide-bridged peptide 3.6) (NDBP-3.6)		Opistophthalmus carinatus (African yellow leg scorpion)	44
P0CH57	NDB51_MESEU	reviewed	Potassium channel toxin MeuTXKbeta3-meucin-24 [Cleaved into: Meucin-24 (Non-disulfide-bridged peptide 5.1) (NDBP-5.1); Potassium channel toxin MeuTXKbeta3]		Mesobuthus eupeus (Lesser Asian scorpion) (Buthus eupeus)	88
P0CH58	NDB52_MESEU	reviewed	Meucin-25 (BeL-170) (Non-disulfide-bridged peptide 5.2) (NDBP-5.2)		Mesobuthus eupeus (Lesser Asian scorpion) (Buthus eupeus)	56
C9X4J0	NDB2_TITDI	reviewed	Bradykinin-potentiating peptide (BPP) (TdBPP)		Tityus discrepans (Venezuelan scorpion)	77
I0DEB3	NDB4D_VAEMS	reviewed	Amphiphatic peptide CT1 (VmCT1) (Non-disulfide-bridged peptide 4.13) (NDBP-4.13) (Non-disulfide-bridged peptide 5.13) (NDBP-5.13)		Vaejovis mexicanus smithi (Mexican scorpion) (Vaejovis smithi)	68
Q9XZK4	O165_CONST	reviewed	Omega-conotoxin-like SO-5 (Omega-conotoxin SO5)	SO5	Conus striatus (Striated cone)	77
D6C4L4	O166B_CONCL	reviewed	Conotoxin Cl6.6b		Californiconus californicus (California cone) (Conus californicus)	67
Q9BP88	O168_CONAE	reviewed	Conotoxin ArMKLT2-0211		Conus arenatus (Sand-dusted cone)	76
D6C4K0	O16A_CONCL	reviewed	Conotoxin Cl6.10		Californiconus californicus (California cone) (Conus californicus)	67
Q9BPB1	O226A_CONTE	reviewed	Conotoxin Gla(2)-TxVI/A (Conotoxin TxMEKL-043)		Conus textile (Cloth-of-gold cone)	72
P0CJ21	O226B_CONTE	reviewed	Conotoxin Gla(2)-TxVI/B		Conus textile (Cloth-of-gold cone)	72
Q9BPB2	O236D_CONTE	reviewed	Conotoxin Asp7/Gla(3)-TxVI (Conotoxin TxMEKL-0421)		Conus textile (Cloth-of-gold cone)	73
Q3YEG0	O253_CONTE	reviewed	Gamma-conotoxin-like TeA53		Conus textile (Cloth-of-gold cone)	81
Q9BHB7	O261_CONTE	reviewed	Conotoxin TxMEKL-021 (Conotoxin TxMEKL-022)		Conus textile (Cloth-of-gold cone)	79
Q9BPD0	O261_CONVE	reviewed	Conotoxin VnMEKL-0221		Conus ventricosus (Mediterranean cone)	74
Q9BPC1	O262_CONTS	reviewed	Conotoxin TsMEKL-P012		Conus tessulatus (Tessellate cone)	78
Q9BPC9	O262_CONVE	reviewed	Conotoxin VnMEKL-0222		Conus ventricosus (Mediterranean cone)	74
Q9BPB9	O263_CONTS	reviewed	Conotoxin TsMEKL-011		Conus tessulatus (Tessellate cone)	75
Q9BPC4	O266B_CONVE	reviewed	Conotoxin VnMEKL-0111		Conus ventricosus (Mediterranean cone)	76
Q9BPC2	O266_CONVE	reviewed	Conotoxin VnMEKL-0111 (Conotoxin VnMEKL-013)		Conus ventricosus (Mediterranean cone)	77
G1AS73	O267_CONVC	reviewed	Conotoxin Vc6.7		Conus victoriae (Queen Victoria cone)	81
Q9BPC3	O267_CONVE	reviewed	Conotoxin VnMEKL-012		Conus ventricosus (Mediterranean cone)	76
Q9BPA7	O268_CONPE	reviewed	Conotoxin PnMEKL-032		Conus pennaceus (Feathered cone) (Conus episcopus)	71
G1AS74	O268_CONVC	reviewed	Conotoxin Vc6.8		Conus victoriae (Queen Victoria cone)	74
G1AS78	O26C_CONVC	reviewed	Conotoxin Vc6.12		Conus victoriae (Queen Victoria cone)	71
P56711	O27A_CONPE	reviewed	Gamma-conotoxin PnVIIA (PnMEKL-011)		Conus pennaceus (Feathered cone) (Conus episcopus)	80
P24160	O27A_CONTE	reviewed	Gamma-conotoxin-like TxVIIA (TxIIA)		Conus textile (Cloth-of-gold cone)	76
Q9BP71	O3621_CONAE	reviewed	Conotoxin ArMSGL-0121		Conus arenatus (Sand-dusted cone)	79
Q9BP50	O3628_CONAE	reviewed	Conotoxin ArMSGL-013 (Fragment)		Conus arenatus (Sand-dusted cone)	39
Q9BP73	O367_CONTS	reviewed	Conotoxin TsMSGL-2		Conus tessulatus (Tessellate cone)	79
Q07932	MYR1_MYRPI	reviewed	Pilosulin-1 (Allergen Myr p I) (Major allergen Myr p 1) (allergen Myr p 1) [Cleaved into: Pilosulin-1; Pilosulin-1 65->112; Pilosulin-1 68->112; Pilosulin-1 71->112; Pilosulin-1 86->112]		Myrmecia pilosula (Jack jumper ant) (Australian jumper ant)	112
P01476	MYX1_CROVV	reviewed	Myotoxin-A (Myotoxin-1)		Crotalus viridis viridis (Prairie rattlesnake)	42
Q8MMJ7	NDB41_OPIMA	reviewed	Cytotoxic linear peptide IsCT (Non-disulfide-bridged peptide 4.1) (NDBP-4.1) (Non-disulfide-bridged peptide 5.2) (NDBP-5.2) [Cleaved into: Cytotoxic linear peptide IsCTf]		Opisthacanthus madagascariensis (Scorpion)	68
Q8MTX2	NDB42_OPIMA	reviewed	Cytotoxic linear peptide IsCT2 (Non-disulfide-bridged peptide 4.2) (NDBP-4.2) (Non-disulfide-bridged peptide 5.3) (NDBP-5.3) [Cleaved into: Cytotoxic linear peptide IsCT2f]		Opisthacanthus madagascariensis (Scorpion)	71
D9U2B7	NDBP_LYCMC	reviewed	Bradykinin-potentiating peptide NDBP12 (BPP-12)		Lychas mucronatus (Chinese swimming scorpion)	87
P0CI96	NDBQ_LYCMC	reviewed	Anionic peptide 17.1		Lychas mucronatus (Chinese swimming scorpion)	77
E4VP07	NDB46_MESEU	reviewed	Venom antimicrobial peptide-6 (MeAMP-like toxin) (Meucin-13) (Non-disulfide bridged protein family 5) (NDBP-5) (Non-disulfide-bridged peptide 4.6) (NDBP-4.6) (VAMP-2)		Mesobuthus eupeus (Lesser Asian scorpion) (Buthus eupeus)	70
P0DJO3	NDB48_SCOTI	reviewed	Amphipathic peptide CT1 (StCT1) (Non-disulfide-bridged peptide 4.8) (NDBP-4.8) (Non-disulfide-bridged peptide 5.16) (NDBP-5.16)		Scorpiops tibetanus (Scorpion)	74
G8YYA6	NDB4C_ANDAM	reviewed	Antimicrobial peptide 2 (AamAP2) (Non-disulfide-bridged peptide 4.12) (NDBP-4.12)		Androctonus amoreuxi (African fattail scorpion) (Scorpio amoreuxi)	74
P82427	NDBW5_PACGO	reviewed	Ponericin-W5		Pachycondyla goeldii (Ponerine ant)	24
P0DME2	NDB4P_CHATC	reviewed	Peptide Ctri9610		Chaerilus tricostatus (Scorpion)	75
Q9TWR4	NDB11_TITSE	reviewed	Bradykinin-potentiating peptide T (BPP-T) (Non-disulfide-bridged peptide 1.1) (NDBP-1.1) (Ts10)		Tityus serrulatus (Brazilian scorpion)	13
P12028	MYX1_CROOO	reviewed	Myotoxin-1 (Myotoxin I)		Crotalus oreganus concolor (Midget faded rattlesnake) (Crotalus viridis concolor)	43
P12029	MYX2_CROOO	reviewed	Myotoxin-2 (Myotoxin II)		Crotalus oreganus concolor (Midget faded rattlesnake) (Crotalus viridis concolor)	43
P63175	MYX2_CROVV	reviewed	Myotoxin-2 [Cleaved into: Myotoxin-4]		Crotalus viridis viridis (Prairie rattlesnake)	45
P63176	MYX3_CROVV	reviewed	Myotoxin-3		Crotalus viridis viridis (Prairie rattlesnake)	45
Q66S21	NATT2_THANI	reviewed	Natterin-2 (EC 3.4.-.-)		Thalassophryne nattereri (Copper Joe toadfish)	376
P0DMF2	NDB4T_CHATY	reviewed	Peptide Ctry2346		Chaerilus tryznai (Scorpion)	84
P0C8W2	NDB4T_HOFGE	reviewed	Non-disulfide-bridged peptide 5.6 (NDBP-5.6)		Hoffmannihadrurus gertschi (Scorpion) (Hadrurus gertschi)	68
P0CI90	NDB4T_LYCMC	reviewed	Antimicrobial peptide 143		Lychas mucronatus (Chinese swimming scorpion)	73
P82414	PCG1_PACGO	reviewed	Ponericin-G1		Pachycondyla goeldii (Ponerine ant)	30
P82425	PCW3_PACGO	reviewed	Ponericin-W3		Pachycondyla goeldii (Ponerine ant)	26
P82428	PCW6_PACGO	reviewed	Ponericin-W6		Pachycondyla goeldii (Ponerine ant)	20
P82420	PCG7_PACGO	reviewed	Ponericin-G7		Pachycondyla goeldii (Ponerine ant)	19
P82415	PCG2_PACGO	reviewed	Ponericin-G2		Pachycondyla goeldii (Ponerine ant)	30
Q66S13	NATT4_THANI	reviewed	Natterin-4 (EC 3.4.-.-)		Thalassophryne nattereri (Copper Joe toadfish)	387
A0A0A1I6N9	NDB4T_ANDCR	reviewed	Antimicrobial peptide AcrAP2		Androctonus crassicauda (Arabian fat-tailed scorpion)	74
I0DEB6	NDB4T_MESSU	reviewed	Amphipathic peptide CT2 (VsCT2) (Non-disulfide-bridged peptide 5.12) (NDBP-5.12)		Mesomexovis subcristatus (Scorpion) (Vaejovis subcristatus)	68
Q5G8B3	NDB4U_TITCO	reviewed	Putative antimicrobial peptide clone 6		Tityus costatus (Brazilian scorpion)	73
P86827	NDB4U_TITSE	reviewed	Venom peptide 6		Tityus serrulatus (Brazilian scorpion)	7
P0DMF5	NDB4V_CHATC	reviewed	Peptide Ctri9194		Chaerilus tricostatus (Scorpion)	72
H2CYR5	NDB4_PANCV	reviewed	Cytotoxic linear peptide		Pandinus cavimanus (Tanzanian red clawed scorpion)	68
Q5G8B2	NDB2S_TITCO	reviewed	Anionic peptide clone 7		Tityus costatus (Brazilian scorpion)	74
P0CJ15	NDBK_LYCMC	reviewed	Venom protein 3.1		Lychas mucronatus (Chinese swimming scorpion)	96
D9U2B6	NDBN_LYCMC	reviewed	Anionic peptide NDBP7		Lychas mucronatus (Chinese swimming scorpion)	63
Q718F4	NDB43_MESMA	reviewed	Peptide BmKb1 (Antimicrobial peptide-like protein) (BmKb1') (BmKb1*) (Non-disulfide-bridged peptide 4.2) (NDBP-4.2) (Non-disulfide-bridged peptide 4.3) (NDBP-4.3) (Toxin peptide 6)		Mesobuthus martensii (Manchurian scorpion) (Buthus martensii)	74
G8YYA5	NDB4B_ANDAM	reviewed	Antimicrobial peptide 1 (AamAP1) (Non-disulfide-bridged peptide 4.11) (NDBP-4.11)		Androctonus amoreuxi (African fattail scorpion) (Scorpio amoreuxi)	74
P82424	NDBW2_PACGO	reviewed	Ponericin-W2		Pachycondyla goeldii (Ponerine ant)	25
I0DEB4	NDB4E_VAEMS	reviewed	Amphiphatic peptide CT2 (VmCT2) (Non-disulfide-bridged peptide 4.14) (NDBP-4.14) (Non-disulfide-bridged peptide 5.14) (NDBP-5.14)		Vaejovis mexicanus smithi (Mexican scorpion) (Vaejovis smithi)	69
J3SEZ3	PDE1_CROAD	reviewed	Venom phosphodiesterase 1 (Ectonucleotide pyrophosphatase/phosphodiesterase family member 3) (PDE-3) [Includes: Alkaline phosphodiesterase I (PDE) (EC 3.1.4.1); Nucleotide pyrophosphatase (NPPase) (EC 3.6.1.9) (Nucleotide diphosphatase)]		Crotalus adamanteus (Eastern diamondback rattlesnake)	851
Q9PWF3	MYC2_CRODU	reviewed	Crotamine (Crt) (Myotoxin)	CRO2 CRT-P1	Crotalus durissus terrificus (South American rattlesnake)	65
Q66S25	NATT1_THANI	reviewed	Natterin-1 (EC 3.4.-.-)		Thalassophryne nattereri (Copper Joe toadfish)	355
Q5G8A9	NDB2V_TITCO	reviewed	Anionic peptide clone 10		Tityus costatus (Brazilian scorpion)	74
P0CJ02	NDBL_LYCMC	reviewed	Venom protein 4.1		Lychas mucronatus (Chinese swimming scorpion)	60
P83240	NDB31_PANIM	reviewed	Pandinin-2 (Pin2) (Non-disulfide-bridged peptide 3.1) (NDBP-3.1) (Non-disulfide-bridged peptide 4.1) (NDBP-4.1)		Pandinus imperator (Emperor scorpion)	24
P0DL41	NDB32_CENSU	reviewed	Css54 (Non-disulfide-bridged peptide 3.2) (NDBP-3.2)		Centruroides suffusus (Durango bark scorpion)	25
C5J897	NDB3S_OPICY	reviewed	Probable antimicrobial peptide Con10		Opisthacanthus cayaporum (South American scorpion)	80
G1FE62	NDB4A_CHATC	reviewed	Antimicrobial peptide ctriporin (Riporin) (Non-disulfide-bridged peptide 4.10) (NDBP-4.10)		Chaerilus tricostatus (Scorpion)	75
C0HL59	NDB4A_ISOMC	reviewed	Peptide Im-4		Isometrus maculatus (Lesser brown scorpion) (Scorpio maculatus)	17
P82423	NDBW1_PACGO	reviewed	Ponericin-W1		Pachycondyla goeldii (Ponerine ant)	25
P0CI92	NDBW2_LYCMC	reviewed	Ponericin-W-like 32.2		Lychas mucronatus (Chinese swimming scorpion)	62
C0HL58	NDB4B_ISOMC	reviewed	Peptide Im-5		Isometrus maculatus (Lesser brown scorpion) (Scorpio maculatus)	25
L0GAZ8	NDB4I_UROYA	reviewed	Antimicrobial peptide UyCT5 (CT5) (Non-disulfide-bridged peptide 4.18) (NDBP-4.18) (Non-disulfide-bridged peptide 5.20) (NDBP-5.20)		Urodacus yaschenkoi (Inland robust scorpion)	68
S6D3A7	NDB4N_TITSE	reviewed	Antimicrobial peptide TsAP-2 (Non-disulfide-bridged peptide 4.23) (NDBP-4.23)		Tityus serrulatus (Brazilian scorpion)	73
Q7M3V4	PAO1_VESOR	reviewed	Orientotoxin-1 (EC 3.1.1.5) (Lysophospholipase) (Orientotoxin I)		Vespa orientalis (Oriental hornet)	152
P82418	PCG5_PACGO	reviewed	Ponericin-G5		Pachycondyla goeldii (Ponerine ant)	30
P82419	PCG6_PACGO	reviewed	Ponericin-G6		Pachycondyla goeldii (Ponerine ant)	18
C0HK45	PCQ42_ECTBR	reviewed	Ponericin-Q42		Ectatomma brunneum (Ant) (Ectatomma quadridens)	27
C0HK46	PCQ49_ECTBR	reviewed	Ponericin-Q49		Ectatomma brunneum (Ant) (Ectatomma quadridens)	24
C0HK47	PCQ50_ECTBR	reviewed	Ponericin-Q50		Ectatomma brunneum (Ant) (Ectatomma quadridens)	28
W4VSC2	PE1_TRILK	reviewed	Peptide 1 (Prokineticin-1)		Trittame loki (Brush-footed trapdoor spider)	82
C0HJW4	PEP_CENTE	reviewed	Peptide II.10.10		Centruroides tecomanus (Scorpion) (Centruroides limpidus tecomanus)	32
P86821	PAPE_TITSE	reviewed	Pape peptide (Fragment)		Tityus serrulatus (Brazilian scorpion)	38
P82422	PCL2_PACGO	reviewed	Ponericin-L2		Pachycondyla goeldii (Ponerine ant)	24
K7XFK5	KAX3G_MESGB	reviewed	Potassium channel toxin alpha-KTx 3.16 (MegKTx4) (Tx4)		Mesobuthus gibbosus (Mediterranean checkered scorpion) (Buthus gibbosus)	60
